song_id,name_song,track_number,album_id,album_name
6EDMSkNQ9Z0mYfYya9vmYs,Vida Peligrosa,6,64VKaBv6HCauMYY0MOOZof,Soy El Diablo
75oSZR2lsBDc8nvw845mDQ,Con Un Porte Fino,7,64VKaBv6HCauMYY0MOOZof,Soy El Diablo
3L8Tza5StoaZoTsulhrhc9,Jordan 23,8,64VKaBv6HCauMYY0MOOZof,Soy El Diablo
6cBBWW2pDcXsZ2KeZfHjvS,Ahora Todo Es Diferente,9,64VKaBv6HCauMYY0MOOZof,Soy El Diablo
5rkyWjZVLxRLw9SFycxUY4,Hasta Australia,10,64VKaBv6HCauMYY0MOOZof,Soy El Diablo
36ZalVsXKXwSS6AVT9lQN2,Y Que,11,64VKaBv6HCauMYY0MOOZof,Soy El Diablo
6QOhxeHG7KtKnlsQiB5Bm7,El 27,12,64VKaBv6HCauMYY0MOOZof,Soy El Diablo
0JDrG1g5HXbfgGtRKT0ofH,Diamantes,1,4TATXEH2tnZVTqlyURoWUR,A Mis 20
04QX4SHRnYuMj5PffvG0dA,El F,2,4TATXEH2tnZVTqlyURoWUR,A Mis 20
71YaqakPUZh3cnMYmuE5Oh,Carlitos,3,4TATXEH2tnZVTqlyURoWUR,A Mis 20
0sOU3cHMpAG7FvJGFwChSD,Se Les Olvida,4,4TATXEH2tnZVTqlyURoWUR,A Mis 20
5B41UMsExakr9vwwMNB7rb,En El Cielo o En El Infierno,5,4TATXEH2tnZVTqlyURoWUR,A Mis 20
391dJizAzRYufWsrP8SB35,Sin Ti,6,4TATXEH2tnZVTqlyURoWUR,A Mis 20
4DdnffqoFr9wDRlCACNmGf,Porte Exuberante,7,4TATXEH2tnZVTqlyURoWUR,A Mis 20
14m4h509A1JJojv3eDxUDe,Ninguna Como Ella,8,4TATXEH2tnZVTqlyURoWUR,A Mis 20
6QTYNdS6zwheublH0lSj0T,Llenas Las Cuentas (feat. Oscar Maydon),9,4TATXEH2tnZVTqlyURoWUR,A Mis 20
6AAzopzemjubqudc3dlmwM,Todo Se Dio,10,4TATXEH2tnZVTqlyURoWUR,A Mis 20
4ZomzapsPnKjVxSjijSqB4,Cuando Se Requiere,11,4TATXEH2tnZVTqlyURoWUR,A Mis 20
6RuZ56gsTqCe0DORsP0VWS,El Encuentro,1,5Z94qF1B7RtrwSPUG9dRLd,Nata
04ajAfJxgXi8aLwTZ7Fabt,No Se por Que Tanto Enredo,2,5Z94qF1B7RtrwSPUG9dRLd,Nata
0IEidEHAm5qamjkbvFCOPh,Waxesito,3,5Z94qF1B7RtrwSPUG9dRLd,Nata
6kf8iQ5eXq0P5xHfssRJHz,El Jr,4,5Z94qF1B7RtrwSPUG9dRLd,Nata
0Ysh9FeGCeQWUqXegUdjgv,Abriendo el Camino,5,5Z94qF1B7RtrwSPUG9dRLd,Nata
4vsQnDP4G9Q2NHk5yJ58JR,Me Critican,6,5Z94qF1B7RtrwSPUG9dRLd,Nata
1MQp0miPO242i8aS2cQT6R,Asi Es el Morro,7,5Z94qF1B7RtrwSPUG9dRLd,Nata
4x6POaDG5doO7uvDfD4VUR,El Mini Barbie,8,5Z94qF1B7RtrwSPUG9dRLd,Nata
5UoFolYVqme3NABM96m0cD,Verdes Verdes,1,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
6YPczk6I8RRCjIcJ9I7p8y,Crónicas de un Gallo,2,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
79fkYjEJlscHdgAtYWYfUO,Pienso en Ella,3,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
01nnJYsbiVmikEm1VP0rVi,Las 3 Torres,4,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
0TQUOyxDtGoY7ow4Pkkg9S,Viejo Vaya,5,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
4zqDIYc0L7xmaznKGz6yIt,Ni yo me la Creo,6,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
56g3muqgPWmf5trto7lTUq,En el Cora,7,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
79EhW2G1zqlEURSQLZTy5H,Cada Vez,8,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
4DvlvHBAkCC6CaG0jIu66Q,Los Tigres Mandan,9,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
1OqGxMgzBa8NNG8FvE8xyp,Santal 33,10,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
6PUvfpTNj5PWJZxla1f6LL,Pacas en las Rakas II,11,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
0FnvUgsuMd5aTaTCiAbLJL,Callejón,12,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
6zS8aueH8x5ETScuNAE28J,El Empresario,13,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
3Fv25AArx4OLBuMr1zPekU,El Trono,14,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
5cD983hcs0iGeqVeKDdFN3,El Padrinox,15,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
7lD7yVzc0iBuJPKB9sy40U,Feeling Good (feat. Snow Tha Product & CNG),16,2JC96lAWIMYId0no3JwmxI,Las 3 Torres
2XOH1xKIqGVnOPyk9s4guZ,Yo Ya Se,1,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
1s01yPXCumtpwoKDS8wlg1,10 Segundos,2,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
4QOequf0gyDi53EEoecUp7,Se Murió,3,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
6y7imed8JL397kap3qCkO5,Yo Le Batallé,4,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
06WYdlbgfw5FGgVQOD9hBH,Traigo,5,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
7aYP7DH23pb0cAZBQQK6uz,Noches De Desvelo,6,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
645CwIdoRavbWEkA2RyZo6,Soy,7,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
7CSwkulZz1cuI8j2GELOfA,Lo Que Quiero,8,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
7bU1sTsK09PlT9YtqTeT7L,Low,9,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
63zEmpbUIHw3tRCuDESLVf,Pal Que Dijo Que No,10,7AGkmNOYEjPDNAeoL9K4PN,Soy El Nata
7Ay3wM5kcF4zgCsEXmaPae,La Reina,1,6xO4H08B7Ps67z9wuPExZb,Trap Tumbado
2FGOdDfpkraPwMLW4kg3ds,Me Tira Por El Phone,2,6xO4H08B7Ps67z9wuPExZb,Trap Tumbado
00PVGsjnTVMQJQlxV4puoa,Yo Vengo De Barrio,3,6xO4H08B7Ps67z9wuPExZb,Trap Tumbado
3qRv6M9TyPVTeeTSjXBj9C,Dime Pa Que,4,6xO4H08B7Ps67z9wuPExZb,Trap Tumbado
0fOwHSVnVubpLH1mKd3XL1,Calle Pero Elegante,5,6xO4H08B7Ps67z9wuPExZb,Trap Tumbado
3HMU4uF7vo1Cohe0ohFvbW,Tumbado,6,6xO4H08B7Ps67z9wuPExZb,Trap Tumbado
4P7gYxO46OFuscEwlheMTq,Que Bendicion,7,6xO4H08B7Ps67z9wuPExZb,Trap Tumbado
6AZZqU7JMhDBtggjJCi4kQ,Lean,8,6xO4H08B7Ps67z9wuPExZb,Trap Tumbado
45igj3SybyjfFrUuKGJkpi,Bien Tumbado,1,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
2fpccHlHdHjmwsnMjuWWsn,Bien Montados,2,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
6tAsYVIxSm6GbDeJFedqc7,Diez Segundos,3,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
76J2BkNiY9N5L5aSL49qt9,Operando,4,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
1CSPS0XfIYL6O1sB3veINs,Tirando La H,5,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
4urztkiiKr2krihhbYre1q,Para Andar Agusto,6,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
1n7wwBoBcd9KVMqlO6n6ze,Mi Soledad,7,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
6QgknxWjqfTVWLrDwhPf15,Aqui Estoy,8,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
1F7ptWsMdhgVd4Zwny5rrV,El Magico,9,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
2RBbtwSPF2iZGyUyJL7AkH,Vida Abnormal,10,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
2uR3QPsl36lYrecS1LsNiQ,Bota Bota,11,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
3WoGULk1bFMJ4d0Pydb9ag,Nostalgia,12,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
3xFOLdkOgpckLFyUgZUl0x,La Rueda,13,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
03y4ca2qiueyTSVMOqWExH,Refranes,14,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
0notwF1Xa1VzZFqLALBZce,El Reloj,15,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
7N17hOXr0IJ86BovNENHtO,Cambios,16,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
1t2jnZfJug1b2M5DclypRV,28 Gramos,17,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
0A297IRe21BACq7XNOqyip,El Franky,18,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
16EoRUfVwMDzYPNCjKeFsP,6am,19,1tpjN0LOyoLBT2WEhB2EUW,Corridos Tumbados Vol. 2
5aJ1M43pinROpwaPnO8KRj,Amor Tumbado,1,6HvpgqHcpyXzAdNIioqIoq,Mi Nuevo Yo
0zFJLHiNh56GuhNczgVqpm,Mi Nuevo Yo,2,6HvpgqHcpyXzAdNIioqIoq,Mi Nuevo Yo
6OXDTduxjhhvcuqhapshMR,Compa Bladi,3,6HvpgqHcpyXzAdNIioqIoq,Mi Nuevo Yo
5HD1VkxQlGGEXhwQ2REBY2,La Torre NY,4,6HvpgqHcpyXzAdNIioqIoq,Mi Nuevo Yo
6W90qRPowJrauh3yPrmtoY,Quemando Un Gallo,5,6HvpgqHcpyXzAdNIioqIoq,Mi Nuevo Yo
0Vg9wajADEGyI8YczvVXyi,Aunque Les Pese,6,6HvpgqHcpyXzAdNIioqIoq,Mi Nuevo Yo
3O6d469HVaF8M3FOGcUf4r,Corridos Tumbados,7,6HvpgqHcpyXzAdNIioqIoq,Mi Nuevo Yo
1lKh7do66fwrRrL3vLLTPt,Golpes De La Vida,8,6HvpgqHcpyXzAdNIioqIoq,Mi Nuevo Yo
5NCBP3ivrIDcHEtzHSW3k0,El Drip,1,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
6KCYZaTtjTkDoKgQr61tay,El Nayer,2,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
7LH2UUuyMHt7035PLZQ8wx,Disfruto Lo Malo,3,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
45VUFJHeZfopDwIV0LPzwI,El Cazador,4,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
4grxcNFR2p7rb0Lq1uEFRO,La M4,5,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
7n6GRe3u1y7UYSXk3LUt9q,El Chamaquito,6,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
58bqqIYUIbkMOgD1ZBAr1E,Iniciales AL (Porte Fino),7,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
5yHn0mPrtgdGC0eUROoodQ,Arriba Del 300,8,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
5TcrOVydCIXJnEVBOcd4c0,El AK,9,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
66kRtUTpkZG0aY0vBV30u1,Échele Un Ojo,10,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
3lRxceRF0xldPItTNVLPGD,Un Suspiró Al Viento,11,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
4g2qAKdnUcSEKKbzR8FaKr,Música Pal Barrio,12,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
6pXUOqG3wyr3HiY3x9Vuco,Ahora,13,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
3HdBaJJjn159Aa65869WKZ,Cuando Los Tope,14,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
0tKl8ZVM6xJkhznvJAS3Nq,Ella,15,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
7dRyj8N9EC8qQRjYL5Egsz,El Leon,16,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
2EKXoQgPYkefxdEl2sDla5,Niño de Barrio,17,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
1CBY5Rv9JtMgvKbJ1CangW,Cholos Malandros,18,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
37ga8Mh4ylaWJlZCKaSFpc,Tranquilo Me Han De Ver,19,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
6M5NgWwRMEFLt4bx457TTy,Buenos Ratos,20,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
3Df7kydQpCLeEOhQDf2sM5,Porte Placoson,21,0Pr7tJefVMQCh8hy1n8OLr,Corridos Tumbados
5BNPfdCHtywmfmPB0jgqu0,Ahora Todo Es Diferente,1,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
37ZGz1z6nmZej9ycDWeLxB,Y Que,2,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
7K2JfvcKhIMwOndE6QBodf,El de La Codeina,3,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
4QcFr52iHF3tqlPRdXjRF6,Soy El Diablo,4,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
6i5WmvFVyFlUYd4Rn3HT5U,Con Amigos Reales Ando,5,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
0OQkU6xtmJtSHTQFiXfeah,Con Un Porte Fino,6,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
4ZqR0r4QspLew2WsYeTZiy,El de La Codeina Ft,7,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
1G3hRpXdJbksnFV38soMZL,Mi Modo de Vivir,8,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
2h7yfr1ORAEZgpHBloA8ZO,El Gryffindor,9,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
6KiGjI8dN5zprrog7IAIZn,Bien Tranquilo,10,0ECIYdy6byWnFYoY6Bn8CN,Todo Es Diferente
5jVExEArvISIYu8mamVgfV,LA DURANGO,1,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
4Hr713a1f4DUOZ7BPuD0PQ,ME ACTIVO,2,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
2aYZaN5SmkRDLsrrV8GkBQ,LA PATRULLA,3,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
3YyTyWfSwAhesGCKpnuRKl,LA PEOPLE II,4,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
1qrhpxdnC4nUCyFefPVCDa,SR. SMITH,5,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
1uF2sVVCJNWBGSQ2foMWkU,ROMPE LA DOMPE,6,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
4xv5AneqR0bTokomIPfGyT,MAMI,7,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
1jIirpaACmgb4nTYfywys4,BELANOVA,8,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
2ta17XNzvAo7J43BiW0T0Q,BRUCE WAYNE,9,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
5GTBdEjZe7zEDp1N0eCZE4,HOLLYWOOD,10,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
2DXK0YNGSqnaIEX5iaSIoK,RELOJ,11,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
5c9vvmRxose2Qk8JOxpxrE,ICE,12,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
7Km1xUI1qByxTCNMf05BZ1,SOLICITADO,13,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
02cRoSfWU3RJNFyU3o4lhV,SANTAL 33,14,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
5UHK1rtK4MpBGb0KppIYh4,VINO TINTO,15,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
5LW4Z3Mz4CUliB4b6YyC7K,14 - 14,16,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
0S0pOwYmfbzGgQBYnL9U1j,GIMME A SECOND,1,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
2BACqEbfDpPMOO7xhSOz2B,PUT EM IN THE FRIDGE,2,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
3HQztiNynPPCCuowUnKoVR,PA NO PENSAR,3,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
7KDKBWgusjNgJXX2494v8u,PESO COMPLETO,4,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
5Fohh8kl8403DSoq4KH7Ll,BELLAKEO,5,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
5PbK9N675eK6ZyvezMgbQR,MALA,6,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
3GWUv0TDO5E3cHfsxYeptt,TOMMY & PAMELA,7,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
6CWwdHPWZDshoiplMtx2Jb,TEKA,8,5kvw1bAOvzJdNi4hdgfaNf,ÉXODO
4yjeRuoVickg1G87LWeRes,ROSA PASTEL,1,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
3RA55zrRkyPK8Fd86hrMy8,LUNA,2,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
6jUgruwAzfIA3HUQIO3wCR,77,3,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
0xGZjxYqcNQ8WqxyeZ4eSN,RUBICON,4,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
2bXJMQZSJND3UYq5mjV4cB,CARNAL,5,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
0lc2neV7ZzjZExwCIVG2B3,LAS MORRAS,6,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
775hCSePn3GW4h9nZ636kq,GAVILÁN II,7,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
3B0swL7Qil9bB7eKzBREBK,VVS,8,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
1tGGJ4SRZnd2H0E2dV05iM,SU CASA,9,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
7mXuWTczZNxG5EDcjFEuJR,LADY GAGA,10,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
3CEk3KwDixeCKOVPacup7L,ZAPATA,11,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
0cNSq9T5l8gZnpY14rsTR2,PRC,12,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
1RzjXhgnzqb3dMa5852itx,LA PEOPLE,13,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
4Nf5EZ40JenjMUKXOiyRU5,NUEVA VIDA,14,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
7bPp2NmpmyhLJ7zWazAXMu,TULUM,15,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
3HOKxuTDmNVmIlCIpBiD8m,LAGUNAS,16,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
6f8wbdo8KU5ETWJA7lapgS,BYE,17,4jox3ip1I39DFC2B7R5qLH,GÉNESIS
2QJkXnuTdQt5nfL4kG0KTo,La Melena - En Vivo,1,4EgzAGdJX8tL03haJCiwZy,"Disco en Vivo, Vol.2 (En Vivo)"
3W3FyFVltvvhfdSWWfVuQp,Lo Que Me Das - En Vivo,2,4EgzAGdJX8tL03haJCiwZy,"Disco en Vivo, Vol.2 (En Vivo)"
4kjIrEbm9hUtFPKa3gAB9Z,Entre Aguilas - En Vivo,3,4EgzAGdJX8tL03haJCiwZy,"Disco en Vivo, Vol.2 (En Vivo)"
579rIxuKrScE5NlJXrFVsH,El 08 - En Vivo,4,4EgzAGdJX8tL03haJCiwZy,"Disco en Vivo, Vol.2 (En Vivo)"
6NYc91HNYaqrCkFqDut1MD,El Ejecutivo - En Vivo,5,4EgzAGdJX8tL03haJCiwZy,"Disco en Vivo, Vol.2 (En Vivo)"
0rcS7yVhxutCsJVd8zn9eM,El Chango - En Vivo,6,4EgzAGdJX8tL03haJCiwZy,"Disco en Vivo, Vol.2 (En Vivo)"
24CzvIXYEvOTB9nZWPmVtn,Escuela de la Palma - En Vivo,7,4EgzAGdJX8tL03haJCiwZy,"Disco en Vivo, Vol.2 (En Vivo)"
4yvBNLFW047sIozqnh7aMV,El Travieso - En Vivo,8,4EgzAGdJX8tL03haJCiwZy,"Disco en Vivo, Vol.2 (En Vivo)"
5McvyUUAOMJOMilH3oT4oH,Jeraqui de Nivel - En Vivo,1,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
69UfUBj0LtDm6EsY8f4vMC,Relajado Voy - En Vivo,2,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
0ZFiP9xdw3dUkvrbPM1qJP,El AK - En Vivo,3,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
0iRNMbHwmiwb3gKIFwlJX7,Yo Ando Agusto - En Vivo,4,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
5QxIK63R8alaMzvTjuyBkX,Fuentes de Ortiz - En Vivo,5,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
7xp910tWhetvPLBs7nxxA1,La Belikiada - En Vivo,6,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
48pQWoo9ZMaceouLTdLlJL,Un Suspiro - En Vivo,7,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
25TpqB3E7Lv8QSqypjfl5g,Tus Lindos Versos - En Vivo,8,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
6M6UNzXD138cOBvXGV7HyY,Producto de La - En Vivo,9,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
3w4vJodMKiRbHUj1mE1t8K,Playera 77 - En Vivo,10,3FPXoHsP3xUjznyOv7J0WS,Disco (En Vivo)
58884ZdRpKrylTEQ6oabrV,La Belikiada,1,6CH5CWXWN2X09u7iNuMGN0,Ah Y Que?
4sHQHZkB2LXWsggJQkcUxO,Relajado Voy,2,6CH5CWXWN2X09u7iNuMGN0,Ah Y Que?
1HXZjZkOgfrVBb7JsK0y1q,Producto De La,3,6CH5CWXWN2X09u7iNuMGN0,Ah Y Que?
0v4U8mjDwJmfdFp8HH68Qc,Omnia,4,6CH5CWXWN2X09u7iNuMGN0,Ah Y Que?
